employee_id,attrition_label,attrition,gender,age,age_group,education,education_field,department,job_role,job_level,work_x_years,range_work_x,count_company_switches,range_company_switches,salary_hike_percent,range_salary_hike,stock_option_level,years_in_curr_role,range_years_in_curr_role,years_since_last_promotion,range_years_since_last_promotion,years_with_curr_manager
1190,Current Employees,No,Female,32,25 - 34,High School,Life Sciences,Sales,Sales Representative,1,1,0-5 switches,1,0-2 switches,12,11-15 %,3,0,0-3 switches,0,0-3 switches,0
1191,Current Employees,No,Female,56,Over 55,Master's Degree,Technical Degree,R&D,Manager,5,28,25-30 switches,4,3-6 switches,13,11-15 %,1,2,0-3 switches,4,3-6 switches,2
1192,Current Employees,No,Female,29,25 - 34,High School,Medical,R&D,Laboratory Technician,1,10,5-10 switches,1,0-2 switches,13,11-15 %,1,8,6-9 switches,0,0-3 switches,8
1193,Current Employees,No,Male,19,Under 25,Associates Degree,Life Sciences,R&D,Research Scientist,1,1,0-5 switches,1,0-2 switches,25,21-25 %,0,1,0-3 switches,0,0-3 switches,0
1195,Current Employees,No,Female,45,45 - 54,Bachelor's Degree,Medical,R&D,Research Scientist,1,7,5-10 switches,4,3-6 switches,19,16-20 %,1,2,0-3 switches,0,0-3 switches,2
1196,Current Employees,No,Female,37,35 - 44,Bachelor's Degree,Life Sciences,R&D,Manufacturing Director,2,14,10-15 switches,1,0-2 switches,13,11-15 %,1,8,6-9 switches,3,0-3 switches,11
1198,Current Employees,No,Male,20,Under 25,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,1,2,0-5 switches,1,0-2 switches,12,11-15 %,0,2,0-3 switches,1,0-3 switches,2
1200,Ex-Employees,Yes,Male,44,35 - 44,Master's Degree,Life Sciences,R&D,Research Scientist,1,6,5-10 switches,1,0-2 switches,11,11-15 %,0,4,3-6 switches,0,0-3 switches,2
1201,Current Employees,No,Female,53,45 - 54,Associates Degree,Medical,R&D,Manager,5,26,25-30 switches,3,3-6 switches,18,16-20 %,1,7,6-9 switches,4,3-6 switches,7
1202,Current Employees,No,Female,29,25 - 34,High School,Life Sciences,R&D,Research Scientist,1,6,5-10 switches,0,0-2 switches,18,16-20 %,1,4,3-6 switches,1,0-3 switches,3
1203,Ex-Employees,Yes,Male,22,Under 25,Master's Degree,Life Sciences,R&D,Research Scientist,1,1,0-5 switches,0,0-2 switches,11,11-15 %,1,0,0-3 switches,0,0-3 switches,0
1204,Current Employees,No,Female,46,45 - 54,Bachelor's Degree,Marketing,Sales,Manager,4,28,25-30 switches,8,6+ switches,23,21-25 %,0,15,12-15 switches,15,12-15 switches,9
1206,Current Employees,No,Male,44,35 - 44,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,6,5-10 switches,2,0-2 switches,13,11-15 %,0,0,0-3 switches,0,0-3 switches,0
1207,Current Employees,No,Male,33,25 - 34,Bachelor's Degree,Human Resources,HR,Human Resources,1,5,0-5 switches,1,0-2 switches,13,11-15 %,1,4,3-6 switches,1,0-3 switches,4
1210,Ex-Employees,Yes,Male,41,35 - 44,Associates Degree,Life Sciences,R&D,Research Scientist,1,5,0-5 switches,6,3-6 switches,17,16-20 %,1,0,0-3 switches,0,0-3 switches,0
1211,Current Employees,No,Male,30,25 - 34,Master's Degree,Life Sciences,Sales,Sales Executive,2,8,5-10 switches,8,6+ switches,19,16-20 %,3,3,0-3 switches,0,0-3 switches,3
1212,Current Employees,No,Male,40,35 - 44,Master's Degree,Medical,Sales,Sales Executive,2,5,0-5 switches,5,3-6 switches,12,11-15 %,3,0,0-3 switches,0,0-3 switches,0
1215,Current Employees,No,Female,50,45 - 54,Bachelor's Degree,Medical,R&D,Manager,4,32,30-35 switches,2,0-2 switches,22,21-25 %,1,2,0-3 switches,2,0-3 switches,2
1216,Current Employees,No,Male,28,25 - 34,Master's Degree,Medical,R&D,Laboratory Technician,1,6,5-10 switches,1,0-2 switches,12,11-15 %,3,5,3-6 switches,3,0-3 switches,3
1217,Current Employees,No,Male,46,45 - 54,Associates Degree,Life Sciences,R&D,Research Director,5,25,20-25 switches,5,3-6 switches,11,11-15 %,1,2,0-3 switches,0,0-3 switches,3
1218,Current Employees,No,Male,35,35 - 44,Master's Degree,Life Sciences,Sales,Sales Executive,2,15,10-15 switches,3,3-6 switches,15,11-15 %,3,7,6-9 switches,1,0-3 switches,7
1219,Ex-Employees,Yes,Female,24,Under 25,Associates Degree,Life Sciences,R&D,Laboratory Technician,1,1,0-5 switches,1,0-2 switches,13,11-15 %,1,0,0-3 switches,0,0-3 switches,0
1220,Current Employees,No,Female,33,25 - 34,Bachelor's Degree,Medical,Sales,Sales Executive,2,10,5-10 switches,1,0-2 switches,12,11-15 %,1,7,6-9 switches,0,0-3 switches,1
1221,Current Employees,No,Male,36,35 - 44,Master's Degree,Life Sciences,R&D,Laboratory Technician,1,7,5-10 switches,1,0-2 switches,14,11-15 %,1,7,6-9 switches,1,0-3 switches,7
1224,Current Employees,No,Male,30,25 - 34,Master's Degree,Life Sciences,R&D,Laboratory Technician,2,10,5-10 switches,1,0-2 switches,13,11-15 %,3,7,6-9 switches,8,6-9 switches,9
1225,Current Employees,No,Male,44,35 - 44,Master's Degree,Other,R&D,Research Scientist,2,20,15-20 switches,1,0-2 switches,25,21-25 %,0,11,9-12 switches,13,12-15 switches,17
1226,Current Employees,No,Male,20,Under 25,Bachelor's Degree,Marketing,Sales,Sales Representative,1,2,0-5 switches,1,0-2 switches,17,16-20 %,0,1,0-3 switches,2,0-3 switches,2
1228,Current Employees,No,Male,46,45 - 54,Master's Degree,Technical Degree,R&D,Manufacturing Director,2,12,10-15 switches,2,0-2 switches,11,11-15 %,1,3,0-3 switches,1,0-3 switches,4
1231,Current Employees,No,Male,42,35 - 44,Doctoral Degree,Medical,HR,Human Resources,2,10,5-10 switches,7,6+ switches,16,16-20 %,1,3,0-3 switches,0,0-3 switches,3
1233,Current Employees,No,Male,60,Over 55,Master's Degree,Marketing,Sales,Sales Executive,2,12,10-15 switches,0,0-2 switches,18,16-20 %,1,7,6-9 switches,1,0-3 switches,9
1234,Current Employees,No,Female,32,25 - 34,Bachelor's Degree,Other,R&D,Laboratory Technician,1,2,0-5 switches,1,0-2 switches,20,16-20 %,1,2,0-3 switches,2,0-3 switches,2
1235,Current Employees,No,Female,32,25 - 34,Associates Degree,Life Sciences,R&D,Research Scientist,2,10,5-10 switches,4,3-6 switches,14,11-15 %,0,7,6-9 switches,0,0-3 switches,7
1237,Current Employees,No,Female,36,35 - 44,Bachelor's Degree,Technical Degree,R&D,Manufacturing Director,3,17,15-20 switches,2,0-2 switches,21,21-25 %,1,7,6-9 switches,7,6-9 switches,7
1238,Current Employees,No,Male,33,25 - 34,Bachelor's Degree,Medical,R&D,Research Scientist,1,15,10-15 switches,0,0-2 switches,13,11-15 %,1,10,9-12 switches,4,3-6 switches,10
1239,Current Employees,No,Female,40,35 - 44,Bachelor's Degree,Technical Degree,Sales,Sales Executive,2,7,5-10 switches,7,6+ switches,12,11-15 %,1,1,0-3 switches,1,0-3 switches,3
1240,Current Employees,No,Male,25,25 - 34,Master's Degree,Life Sciences,Sales,Sales Executive,2,5,0-5 switches,0,0-2 switches,14,11-15 %,0,3,0-3 switches,1,0-3 switches,1
1241,Current Employees,No,Male,30,25 - 34,Bachelor's Degree,Medical,R&D,Research Scientist,1,12,10-15 switches,0,0-2 switches,21,21-25 %,1,9,6-9 switches,5,3-6 switches,7
1242,Current Employees,No,Female,42,35 - 44,Doctoral Degree,Medical,R&D,Research Director,3,20,15-20 switches,3,3-6 switches,17,16-20 %,0,0,0-3 switches,0,0-3 switches,0
1243,Current Employees,No,Female,35,35 - 44,Associates Degree,Marketing,Sales,Sales Executive,3,16,15-20 switches,4,3-6 switches,11,11-15 %,1,2,0-3 switches,4,3-6 switches,12
1244,Current Employees,No,Male,27,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,9,5-10 switches,1,0-2 switches,14,11-15 %,2,7,6-9 switches,6,3-6 switches,8
1245,Current Employees,No,Female,54,45 - 54,Master's Degree,Life Sciences,R&D,Manufacturing Director,3,33,30-35 switches,7,6+ switches,17,16-20 %,1,4,3-6 switches,1,0-3 switches,4
1246,Current Employees,No,Female,44,35 - 44,High School,Life Sciences,R&D,Research Scientist,1,10,5-10 switches,1,0-2 switches,13,11-15 %,1,5,3-6 switches,7,6-9 switches,7
1248,Ex-Employees,Yes,Female,19,Under 25,Bachelor's Degree,Medical,R&D,Research Scientist,1,1,0-5 switches,1,0-2 switches,25,21-25 %,0,1,0-3 switches,0,0-3 switches,0
1249,Current Employees,No,Female,29,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,3,0-5 switches,1,0-2 switches,15,11-15 %,3,2,0-3 switches,1,0-3 switches,2
1250,Current Employees,No,Male,54,45 - 54,Bachelor's Degree,Life Sciences,R&D,Research Director,4,36,35+ switches,3,3-6 switches,14,11-15 %,0,9,6-9 switches,0,0-3 switches,9
1251,Current Employees,No,Male,31,25 - 34,Associates Degree,Medical,R&D,Healthcare Representative,2,6,5-10 switches,1,0-2 switches,12,11-15 %,0,5,3-6 switches,0,0-3 switches,1
1252,Current Employees,No,Female,31,25 - 34,Bachelor's Degree,Medical,R&D,Healthcare Representative,2,10,5-10 switches,1,0-2 switches,19,16-20 %,0,9,6-9 switches,1,0-3 switches,8
1254,Current Employees,No,Female,59,Over 55,Bachelor's Degree,Life Sciences,Sales,Sales Executive,2,13,10-15 switches,5,3-6 switches,17,16-20 %,0,1,0-3 switches,0,0-3 switches,5
1255,Current Employees,No,Male,43,35 - 44,Bachelor's Degree,Life Sciences,R&D,Research Director,5,25,20-25 switches,3,3-6 switches,14,11-15 %,1,7,6-9 switches,0,0-3 switches,7
1256,Current Employees,No,Male,49,45 - 54,Associates Degree,Medical,R&D,Manager,5,23,20-25 switches,2,0-2 switches,13,11-15 %,1,0,0-3 switches,0,0-3 switches,0
1257,Current Employees,No,Male,36,35 - 44,Bachelor's Degree,Technical Degree,R&D,Research Scientist,1,12,10-15 switches,1,0-2 switches,12,11-15 %,0,10,9-12 switches,0,0-3 switches,7
1258,Current Employees,No,Male,48,45 - 54,Associates Degree,Technical Degree,R&D,Laboratory Technician,1,7,5-10 switches,5,3-6 switches,11,11-15 %,0,0,0-3 switches,0,0-3 switches,0
1259,Current Employees,No,Male,27,25 - 34,Associates Degree,Life Sciences,R&D,Research Scientist,1,5,0-5 switches,1,0-2 switches,11,11-15 %,3,3,0-3 switches,0,0-3 switches,3
1260,Current Employees,No,Male,29,25 - 34,Bachelor's Degree,Life Sciences,R&D,Healthcare Representative,2,6,5-10 switches,1,0-2 switches,11,11-15 %,2,0,0-3 switches,1,0-3 switches,0
1263,Current Employees,No,Male,48,45 - 54,Bachelor's Degree,Life Sciences,R&D,Research Director,5,25,20-25 switches,6,3-6 switches,12,11-15 %,0,0,0-3 switches,0,0-3 switches,0
1264,Current Employees,No,Female,29,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Director,4,9,5-10 switches,3,3-6 switches,14,11-15 %,2,7,6-9 switches,1,0-3 switches,7
1265,Current Employees,No,Female,34,25 - 34,Bachelor's Degree,Technical Degree,R&D,Research Scientist,1,2,0-5 switches,0,0-2 switches,17,16-20 %,0,0,0-3 switches,0,0-3 switches,0
1267,Current Employees,No,Male,44,35 - 44,Bachelor's Degree,Marketing,Sales,Manager,5,26,25-30 switches,7,6+ switches,11,11-15 %,1,9,6-9 switches,3,0-3 switches,10
1268,Current Employees,No,Male,33,25 - 34,Doctoral Degree,Marketing,Sales,Sales Executive,3,10,5-10 switches,0,0-2 switches,14,11-15 %,2,8,6-9 switches,0,0-3 switches,8
1269,Current Employees,No,Female,19,Under 25,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,1,0-5 switches,1,0-2 switches,12,11-15 %,0,0,0-3 switches,0,0-3 switches,1
1270,Current Employees,No,Male,23,Under 25,Associates Degree,Life Sciences,R&D,Research Scientist,1,1,0-5 switches,1,0-2 switches,22,21-25 %,1,0,0-3 switches,0,0-3 switches,1
1273,Ex-Employees,Yes,Male,25,25 - 34,High School,Life Sciences,Sales,Sales Representative,1,1,0-5 switches,1,0-2 switches,14,11-15 %,0,0,0-3 switches,1,0-3 switches,0
1275,Current Employees,No,Male,26,25 - 34,Associates Degree,Life Sciences,R&D,Research Scientist,1,8,5-10 switches,1,0-2 switches,20,16-20 %,0,5,3-6 switches,2,0-3 switches,2
1277,Ex-Employees,Yes,Female,45,45 - 54,Bachelor's Degree,Marketing,Sales,Manager,5,26,25-30 switches,2,0-2 switches,16,16-20 %,0,10,9-12 switches,1,0-3 switches,11
1278,Current Employees,No,Male,55,Over 55,High School,Medical,R&D,Healthcare Representative,4,34,30-35 switches,1,0-2 switches,15,11-15 %,1,9,6-9 switches,15,12-15 switches,0
1279,Ex-Employees,Yes,Female,21,Under 25,Associates Degree,Life Sciences,R&D,Laboratory Technician,1,2,0-5 switches,1,0-2 switches,20,16-20 %,0,2,0-3 switches,2,0-3 switches,2
1280,Current Employees,No,Female,46,45 - 54,Associates Degree,Marketing,Sales,Manager,5,26,25-30 switches,2,0-2 switches,14,11-15 %,1,4,3-6 switches,0,0-3 switches,8
1281,Current Employees,No,Female,34,25 - 34,Bachelor's Degree,Marketing,Sales,Sales Executive,2,4,0-5 switches,0,0-2 switches,12,11-15 %,0,2,0-3 switches,0,0-3 switches,2
1282,Current Employees,No,Male,51,45 - 54,Bachelor's Degree,Life Sciences,Sales,Manager,5,31,30-35 switches,4,3-6 switches,24,21-25 %,1,10,9-12 switches,11,9-12 switches,10
1283,Current Employees,No,Male,59,Over 55,Master's Degree,Medical,R&D,Manufacturing Director,3,25,20-25 switches,6,3-6 switches,12,11-15 %,0,7,6-9 switches,5,3-6 switches,4
1285,Current Employees,No,Female,34,25 - 34,Bachelor's Degree,Medical,R&D,Laboratory Technician,2,15,10-15 switches,4,3-6 switches,13,11-15 %,2,8,6-9 switches,5,3-6 switches,10
1286,Current Employees,No,Male,28,25 - 34,Master's Degree,Medical,R&D,Laboratory Technician,1,5,0-5 switches,0,0-2 switches,11,11-15 %,0,2,0-3 switches,0,0-3 switches,2
1288,Current Employees,No,Male,44,35 - 44,Associates Degree,Life Sciences,R&D,Manager,5,26,25-30 switches,1,0-2 switches,14,11-15 %,2,9,6-9 switches,14,12-15 switches,13
1289,Current Employees,No,Male,34,25 - 34,Bachelor's Degree,Life Sciences,HR,Human Resources,2,14,10-15 switches,4,3-6 switches,11,11-15 %,2,9,6-9 switches,1,0-3 switches,8
1291,Current Employees,No,Male,35,35 - 44,High School,Life Sciences,R&D,Research Scientist,1,4,0-5 switches,0,0-2 switches,14,11-15 %,0,2,0-3 switches,2,0-3 switches,2
1292,Current Employees,No,Female,42,35 - 44,Master's Degree,Medical,R&D,Research Scientist,2,18,15-20 switches,6,3-6 switches,16,16-20 %,0,0,0-3 switches,0,0-3 switches,0
1293,Current Employees,No,Female,43,35 - 44,Master's Degree,Marketing,Sales,Sales Executive,3,23,20-25 switches,3,3-6 switches,14,11-15 %,0,7,6-9 switches,15,12-15 switches,17
1294,Current Employees,No,Female,36,35 - 44,Master's Degree,Life Sciences,R&D,Manufacturing Director,2,18,15-20 switches,9,6+ switches,11,11-15 %,0,14,12-15 switches,5,3-6 switches,12
1295,Ex-Employees,Yes,Female,44,35 - 44,Bachelor's Degree,Medical,R&D,Healthcare Representative,3,10,5-10 switches,1,0-2 switches,11,11-15 %,1,7,6-9 switches,0,0-3 switches,5
1296,Current Employees,No,Male,28,25 - 34,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,1,2,0-5 switches,1,0-2 switches,12,11-15 %,1,2,0-3 switches,2,0-3 switches,2
1297,Current Employees,No,Female,51,45 - 54,Associates Degree,Medical,R&D,Laboratory Technician,1,8,5-10 switches,0,0-2 switches,14,11-15 %,0,0,0-3 switches,7,6-9 switches,7
1298,Current Employees,No,Female,30,25 - 34,Associates Degree,Medical,R&D,Manufacturing Director,2,10,5-10 switches,7,6+ switches,18,16-20 %,0,4,3-6 switches,1,0-3 switches,7
1299,Ex-Employees,Yes,Female,29,25 - 34,Bachelor's Degree,Technical Degree,R&D,Laboratory Technician,1,10,5-10 switches,3,3-6 switches,13,11-15 %,2,7,6-9 switches,7,6-9 switches,7
1301,Current Employees,No,Male,28,25 - 34,Bachelor's Degree,Technical Degree,R&D,Research Scientist,1,5,0-5 switches,2,0-2 switches,11,11-15 %,0,2,0-3 switches,1,0-3 switches,2
1303,Current Employees,No,Female,25,25 - 34,Bachelor's Degree,Medical,R&D,Research Scientist,1,2,0-5 switches,1,0-2 switches,18,16-20 %,0,2,0-3 switches,2,0-3 switches,1
1304,Current Employees,No,Male,32,25 - 34,Bachelor's Degree,Medical,Sales,Sales Executive,2,10,5-10 switches,1,0-2 switches,15,11-15 %,2,7,6-9 switches,0,0-3 switches,8
1306,Current Employees,No,Female,45,45 - 54,Bachelor's Degree,Medical,R&D,Manager,5,22,20-25 switches,3,3-6 switches,22,21-25 %,0,0,0-3 switches,0,0-3 switches,0
1307,Current Employees,No,Female,39,35 - 44,Master's Degree,Medical,R&D,Manager,4,21,20-25 switches,6,3-6 switches,13,11-15 %,2,9,6-9 switches,15,12-15 switches,2
1308,Current Employees,No,Male,58,Over 55,Master's Degree,Life Sciences,R&D,Research Scientist,1,2,0-5 switches,1,0-2 switches,12,11-15 %,2,2,0-3 switches,2,0-3 switches,2
1309,Ex-Employees,Yes,Male,32,25 - 34,Associates Degree,Life Sciences,R&D,Laboratory Technician,2,10,5-10 switches,1,0-2 switches,18,16-20 %,1,4,3-6 switches,1,0-3 switches,1
1310,Ex-Employees,Yes,Male,39,35 - 44,Bachelor's Degree,Medical,R&D,Research Scientist,1,6,5-10 switches,0,0-2 switches,13,11-15 %,0,2,0-3 switches,0,0-3 switches,3
1311,Current Employees,No,Female,30,25 - 34,Bachelor's Degree,Technical Degree,R&D,Laboratory Technician,2,10,5-10 switches,0,0-2 switches,12,11-15 %,1,2,0-3 switches,6,3-6 switches,7
1312,Current Employees,No,Female,36,35 - 44,Master's Degree,Technical Degree,R&D,Healthcare Representative,3,10,5-10 switches,3,3-6 switches,12,11-15 %,0,7,6-9 switches,1,0-3 switches,7
1314,Current Employees,No,Female,46,45 - 54,Associates Degree,Life Sciences,HR,Human Resources,1,10,5-10 switches,6,3-6 switches,12,11-15 %,0,6,3-6 switches,5,3-6 switches,7
1315,Current Employees,No,Female,28,25 - 34,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,2,10,5-10 switches,0,0-2 switches,11,11-15 %,3,8,6-9 switches,7,6-9 switches,5
1317,Current Employees,No,Female,50,45 - 54,Bachelor's Degree,Life Sciences,R&D,Research Director,4,25,20-25 switches,4,3-6 switches,11,11-15 %,0,2,0-3 switches,1,0-3 switches,2
1318,Ex-Employees,Yes,Male,40,35 - 44,Master's Degree,Marketing,Sales,Sales Executive,3,9,5-10 switches,2,0-2 switches,12,11-15 %,0,4,3-6 switches,1,0-3 switches,0
1319,Ex-Employees,Yes,Male,52,45 - 54,Bachelor's Degree,Life Sciences,Sales,Sales Executive,3,10,5-10 switches,9,6+ switches,19,16-20 %,0,7,6-9 switches,7,6-9 switches,7
1321,Current Employees,No,Female,30,25 - 34,Master's Degree,Medical,R&D,Manager,3,9,5-10 switches,1,0-2 switches,23,21-25 %,2,1,0-3 switches,0,0-3 switches,8
1322,Current Employees,No,Male,39,35 - 44,Associates Degree,Life Sciences,R&D,Manufacturing Director,2,9,5-10 switches,0,0-2 switches,11,11-15 %,0,7,6-9 switches,1,0-3 switches,7
1324,Current Employees,No,Female,31,25 - 34,Master's Degree,Life Sciences,Sales,Sales Executive,3,10,5-10 switches,1,0-2 switches,19,16-20 %,1,8,6-9 switches,9,6-9 switches,6
1329,Current Employees,No,Male,41,35 - 44,Associates Degree,Medical,Sales,Sales Executive,2,19,15-20 switches,1,0-2 switches,13,11-15 %,0,2,0-3 switches,11,9-12 switches,9
1331,Ex-Employees,Yes,Female,31,25 - 34,Bachelor's Degree,Life Sciences,Sales,Sales Representative,1,3,0-5 switches,1,0-2 switches,11,11-15 %,0,2,0-3 switches,2,0-3 switches,2
1333,Ex-Employees,Yes,Male,44,35 - 44,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,1,10,5-10 switches,4,3-6 switches,12,11-15 %,0,2,0-3 switches,1,0-3 switches,2
1334,Current Employees,No,Male,42,35 - 44,High School,Life Sciences,R&D,Manager,4,21,20-25 switches,0,0-2 switches,13,11-15 %,0,8,6-9 switches,2,0-3 switches,10
1336,Current Employees,No,Female,55,Over 55,Associates Degree,Medical,R&D,Manager,5,23,20-25 switches,4,3-6 switches,14,11-15 %,1,9,6-9 switches,9,6-9 switches,11
1338,Current Employees,No,Male,56,Over 55,Master's Degree,Life Sciences,HR,Manager,5,36,35+ switches,6,3-6 switches,14,11-15 %,0,3,0-3 switches,7,6-9 switches,7
1340,Current Employees,No,Male,40,35 - 44,Associates Degree,Life Sciences,R&D,Research Scientist,1,6,5-10 switches,9,6+ switches,16,16-20 %,1,2,0-3 switches,0,0-3 switches,0
1344,Current Employees,No,Male,34,25 - 34,Bachelor's Degree,Life Sciences,R&D,Healthcare Representative,3,10,5-10 switches,0,0-2 switches,11,11-15 %,1,7,6-9 switches,1,0-3 switches,6
1346,Current Employees,No,Male,40,35 - 44,Bachelor's Degree,Life Sciences,R&D,Research Scientist,2,9,5-10 switches,1,0-2 switches,13,11-15 %,0,8,6-9 switches,8,6-9 switches,8
1349,Current Employees,No,Female,41,35 - 44,Bachelor's Degree,Marketing,Sales,Sales Executive,2,10,5-10 switches,0,0-2 switches,17,16-20 %,1,3,0-3 switches,1,0-3 switches,7
1350,Current Employees,No,Male,35,35 - 44,Master's Degree,Life Sciences,R&D,Research Scientist,2,9,5-10 switches,1,0-2 switches,11,11-15 %,0,6,3-6 switches,1,0-3 switches,1
1352,Current Employees,No,Male,51,45 - 54,Bachelor's Degree,Life Sciences,HR,Manager,4,33,30-35 switches,1,0-2 switches,11,11-15 %,1,9,6-9 switches,0,0-3 switches,10
1355,Current Employees,No,Female,38,35 - 44,Associates Degree,Life Sciences,Sales,Sales Executive,2,11,10-15 switches,3,3-6 switches,15,11-15 %,1,7,6-9 switches,1,0-3 switches,7
1356,Current Employees,No,Female,34,25 - 34,Associates Degree,Medical,Sales,Sales Executive,2,10,5-10 switches,1,0-2 switches,12,11-15 %,0,8,6-9 switches,9,6-9 switches,6
1358,Current Employees,No,Male,25,25 - 34,High School,Medical,R&D,Laboratory Technician,1,7,5-10 switches,3,3-6 switches,11,11-15 %,3,2,0-3 switches,1,0-3 switches,2
1360,Ex-Employees,Yes,Female,58,Over 55,Master's Degree,Medical,R&D,Manufacturing Director,3,31,30-35 switches,7,6+ switches,14,11-15 %,0,9,6-9 switches,5,3-6 switches,9
1361,Current Employees,No,Male,40,35 - 44,Master's Degree,Life Sciences,R&D,Laboratory Technician,1,7,5-10 switches,3,3-6 switches,22,21-25 %,1,2,0-3 switches,0,0-3 switches,3
